IDREGISTRO,MINS_WAIT,ACTIVIDAD
15406,33,Refrigerado
15427,0,Congelado
15450,153,Congelado
15453,0,Refrigerado
15468,0,Refrigerado
15474,0,Refrigerado
15476,0,Refrigerado
15483,0,Refrigerado
15502,8,Refrigerado
15505,60,Refrigerado
15517,0,Congelado
15524,0,Refrigerado
15530,0,Refrigerado
15534,1,Refrigerado
15536,0,Refrigerado
15543,0,Congelado
15547,150,Congelado
15548,0,Fruta
15552,4,Refrigerado
15566,26,Refrigerado
15568,1,Congelado
15612,11,Fruta
15617,31,Congelado
15625,37,Fruta
18635,49,Congelado
18638,150,Congelado
18641,29,Congelado
18642,5,Refrigerado
18645,60,Congelado
18645,60,Congelado
18648,20,Congelado
18649,2,Refrigerado
18658,0,Refrigerado
18662,5,Refrigerado
18664,62,Congelado
18670,0,Fruta
18673,3,Refrigerado
18677,10,Congelado
18682,19,Refrigerado
18684,4,Refrigerado
18685,12,Refrigerado
18686,2,Refrigerado
18688,1,Congelado
18689,9,Refrigerado
18695,8,Refrigerado
18700,2,Refrigerado
18702,1,Congelado
18704,0,Refrigerado
18704,0,Refrigerado
18708,1,Refrigerado
18710,1,Refrigerado
18718,0,Refrigerado
16112,192,Congelado
16115,5,Refrigerado
16118,0,Refrigerado
16129,13,Fruta
16132,0,Refrigerado
16137,0,Refrigerado
16138,0,Refrigerado
16158,0,Refrigerado
16162,33,Refrigerado
16167,0,Congelado
16186,29,Refrigerado
16188,18,Refrigerado
16215,21,Refrigerado
16225,27,Fruta
16240,70,Congelado
16243,19,Fruta
16266,2,Refrigerado
16287,13,Refrigerado
16292,7,Refrigerado
16343,3,Refrigerado
16365,0,Congelado
16372,0,Refrigerado
16390,0,Refrigerado
16392,1,Refrigerado
16406,0,Refrigerado
16412,0,Refrigerado
16418,0,Refrigerado
16422,1,Refrigerado
16426,0,Refrigerado
16435,39,Refrigerado
16452,0,Refrigerado
15985,18,Refrigerado
16001,1,Refrigerado
16004,1,Congelado
16008,13,Refrigerado
16012,5,Refrigerado
16020,0,Congelado
16026,0,Refrigerado
16051,167,Fruta
16056,0,Refrigerado
16058,0,Congelado
16060,0,Refrigerado
16064,30,Refrigerado
16074,0,Congelado
16077,5,Refrigerado
16079,0,Congelado
16084,0,Refrigerado
16086,0,Refrigerado
16090,0,Refrigerado
16091,0,Refrigerado
16093,0,Refrigerado
16098,0,Refrigerado
16100,10,Refrigerado
16103,0,Refrigerado
16105,0,Refrigerado
16108,0,Refrigerado
16119,0,Refrigerado
16123,0,Refrigerado
16125,30,Refrigerado
15340,3,Refrigerado
15344,1,Refrigerado
15350,1,Congelado
15351,18,Refrigerado
15354,6,Refrigerado
15356,42,Fruta
15383,5,Refrigerado
15405,49,Refrigerado
15418,7,Refrigerado
15433,0,Refrigerado
15447,0,Refrigerado
15456,0,Refrigerado
15466,0,Refrigerado
15485,0,Refrigerado
15509,0,Refrigerado
15519,0,Refrigerado
15523,0,Refrigerado
15545,44,Congelado
15559,0,Fruta
15564,5,Fruta
15609,3,Fruta
15613,79,Congelado
15624,6,Refrigerado
15626,48,Congelado
15629,43,Congelado
15630,101,Congelado
15637,67,Congelado
15644,1,Fruta
15645,29,Congelado
15648,25,Refrigerado
18724,267,Refrigerado
18725,28,Refrigerado
18729,2,Congelado
18731,0,Refrigerado
18739,0,Refrigerado
18741,225,Congelado
18742,151,Refrigerado
18743,0,Refrigerado
18747,1,Refrigerado
18749,0,Congelado
18752,0,Refrigerado
18756,0,Refrigerado
18757,0,Refrigerado
18758,0,Refrigerado
18759,0,Refrigerado
18761,0,Refrigerado
18764,0,Congelado
18765,0,Congelado
18766,0,Congelado
18768,0,Refrigerado
18771,49,Congelado
18774,9,Refrigerado
18777,0,Refrigerado
18781,0,Refrigerado
18782,0,Refrigerado
18783,0,Refrigerado
18784,0,Refrigerado
18786,0,Refrigerado
18789,26,Refrigerado
18791,104,Congelado
16461,0,Refrigerado
16489,0,Refrigerado
16494,6,Fruta
16500,72,Refrigerado
16506,2,Fruta
16507,7,Refrigerado
16507,7,Refrigerado
16515,3,Fruta
16523,19,Refrigerado
16538,1,Fruta
16593,0,Refrigerado
16611,0,Refrigerado
16623,0,Congelado
16623,0,Congelado
16632,0,Refrigerado
16716,131,Refrigerado
16718,76,Congelado
16728,173,Refrigerado
16735,0,Refrigerado
16737,15,Refrigerado
16761,0,Refrigerado
16768,0,Refrigerado
16771,0,Refrigerado
16785,0,Refrigerado
16807,0,Refrigerado
16837,4,Refrigerado
16839,41,Refrigerado
16840,6,Fruta
16850,6,Refrigerado
16852,30,Congelado
16861,1,Fruta
16953,10,Refrigerado
16955,2,Refrigerado
16133,0,Refrigerado
16135,0,Refrigerado
16136,0,Refrigerado
16145,0,Refrigerado
16150,0,Congelado
16152,0,Refrigerado
16153,71,Refrigerado
16164,0,Refrigerado
16168,0,Congelado
16174,0,Refrigerado
16176,1,Fruta
16179,3,Congelado
16204,50,Congelado
16214,74,Congelado
16219,8,Fruta
16221,3,Fruta
16228,21,Fruta
16235,16,Refrigerado
16265,61,Congelado
16268,23,Refrigerado
16277,1,Fruta
16280,118,Congelado
16285,0,Congelado
16285,0,Congelado
16291,5,Refrigerado
16296,5,Refrigerado
16305,1,Refrigerado
16312,6,Congelado
16315,66,Refrigerado
16322,11,Refrigerado
16324,2,Refrigerado
16355,0,Refrigerado
16366,205,Refrigerado
15651,17,Congelado
15652,44,Refrigerado
15657,0,Congelado
15662,0,Refrigerado
15662,0,Refrigerado
15667,18,Refrigerado
15675,9,Refrigerado
15677,2,Refrigerado
15726,14,Congelado
15729,185,Fruta
15733,11,Refrigerado
15738,0,Refrigerado
15745,0,Refrigerado
15750,12,Refrigerado
15754,7,Refrigerado
15762,0,Refrigerado
15773,0,Refrigerado
15775,0,Congelado
15779,0,Refrigerado
15781,43,Fruta
15784,0,Refrigerado
15793,0,Refrigerado
15796,47,Refrigerado
15798,0,Refrigerado
15804,0,Refrigerado
15807,0,Refrigerado
15814,0,Refrigerado
15819,0,Refrigerado
15832,3,Fruta
15836,1,Fruta
15836,1,Fruta
18794,123,Fruta
18800,0,Refrigerado
18801,0,Congelado
18802,0,Congelado
18803,12,Refrigerado
18807,0,Refrigerado
18808,0,Refrigerado
18809,1,Refrigerado
18810,0,Congelado
18812,0,Refrigerado
18814,0,Refrigerado
18817,12,Refrigerado
18819,10,Refrigerado
18821,0,Refrigerado
18825,5,Refrigerado
18828,0,Refrigerado
18830,49,Congelado
18831,0,Refrigerado
18832,0,Refrigerado
18833,29,Refrigerado
18834,0,Refrigerado
18839,14,Refrigerado
18843,6,Fruta
18844,53,Refrigerado
18845,6,Fruta
18846,0,Refrigerado
18848,4,Fruta
18852,21,Refrigerado
18853,2,Fruta
18858,8,Refrigerado
18859,6,Fruta
18860,2,Refrigerado
18862,1,Fruta
18864,30,Refrigerado
16980,0,Refrigerado
16998,0,Refrigerado
17000,0,Refrigerado
17007,32,Refrigerado
17035,0,Refrigerado
17062,0,Congelado
17066,15,Refrigerado
17073,4,Refrigerado
17093,5,Refrigerado
17124,3,Refrigerado
17127,0,Refrigerado
17163,83,Congelado
17189,0,Refrigerado
17190,20,Fruta
17210,41,Refrigerado
17224,5,Refrigerado
17227,66,Refrigerado
17251,1,Refrigerado
17267,178,Refrigerado
17288,20,Congelado
17295,0,Refrigerado
17297,72,Congelado
17311,0,Refrigerado
17342,0,Refrigerado
17351,0,Refrigerado
17357,0,Congelado
17369,1,Refrigerado
17381,9,Fruta
16373,0,Refrigerado
16378,0,Refrigerado
16380,0,Refrigerado
16393,0,Refrigerado
16400,0,Refrigerado
16408,0,Congelado
16419,0,Congelado
16423,0,Congelado
16431,0,Refrigerado
16432,0,Refrigerado
16441,88,Fruta
16442,0,Refrigerado
16444,0,Refrigerado
16445,0,Refrigerado
16448,0,Refrigerado
16451,2,Refrigerado
16454,0,Refrigerado
16458,0,Refrigerado
16462,0,Refrigerado
16463,0,Refrigerado
16473,0,Congelado
16476,4,Refrigerado
16490,0,Refrigerado
16492,8,Fruta
16496,0,Congelado
16502,4,Refrigerado
16517,12,Fruta
16526,7,Refrigerado
16530,0,Refrigerado
16531,10,Fruta
16539,11,Fruta
16542,4,Fruta
16568,7,Fruta
15845,4,Fruta
15852,6,Fruta
15858,46,Refrigerado
15859,41,Refrigerado
15862,41,Refrigerado
15868,1,Fruta
15870,12,Fruta
15880,76,Congelado
15887,18,Fruta
15895,44,Congelado
15901,109,Congelado
15903,0,Congelado
15922,4,Congelado
15925,0,Refrigerado
15926,53,Congelado
15942,2,Fruta
15945,102,Refrigerado
15949,52,Refrigerado
15962,21,Refrigerado
15962,22,Refrigerado
15981,15,Refrigerado
15986,51,Refrigerado
15993,4,Refrigerado
15996,5,Refrigerado
15998,72,Congelado
16000,0,Congelado
16007,2,Refrigerado
16009,4,Refrigerado
16027,2,Refrigerado
16031,267,Refrigerado
16036,0,Refrigerado
16038,0,Refrigerado
18866,28,Refrigerado
18871,2,Fruta
18872,2,Fruta
18873,2,Fruta
18877,4,Refrigerado
18878,36,Refrigerado
18880,7,Refrigerado
18881,20,Congelado
18886,0,Refrigerado
18890,1,Fruta
18891,21,Refrigerado
18893,3,Fruta
18895,7,Refrigerado
18897,2,Congelado
18898,10,Congelado
18899,21,Refrigerado
18903,1,Refrigerado
18904,1,Congelado
18905,83,Congelado
18907,2,Fruta
18910,40,Refrigerado
18914,75,Congelado
18915,66,Refrigerado
18917,0,Congelado
18918,89,Refrigerado
18927,282,Refrigerado
18941,11,Refrigerado
18942,3,Refrigerado
18947,18,Refrigerado
17396,7,Refrigerado
17436,3,Refrigerado
17460,3,Fruta
17490,2,Refrigerado
17498,1,Refrigerado
17534,4,Refrigerado
17572,0,Refrigerado
17580,0,Refrigerado
17599,0,Refrigerado
17608,0,Refrigerado
17618,0,Refrigerado
17637,6,Refrigerado
17641,3,Refrigerado
17643,0,Refrigerado
17657,0,Congelado
17664,67,Congelado
17672,0,Fruta
17690,40,Congelado
17695,20,Refrigerado
17738,22,Refrigerado
17757,18,Fruta
17765,0,Refrigerado
17846,115,Refrigerado
17881,0,Refrigerado
17887,0,Refrigerado
17910,0,Refrigerado
17912,37,Refrigerado
17925,0,Refrigerado
17929,0,Refrigerado
17932,0,Congelado
17940,0,Refrigerado
16574,0,Fruta
16574,0,Fruta
16584,0,Refrigerado
16586,6,Congelado
16592,0,Congelado
16603,0,Refrigerado
16606,0,Refrigerado
16614,0,Refrigerado
16617,0,Refrigerado
16629,0,Refrigerado
16637,0,Refrigerado
16640,13,Refrigerado
16640,0,Refrigerado
16641,0,Refrigerado
16661,0,Congelado
16689,0,Refrigerado
16692,0,Refrigerado
16697,0,Refrigerado
16703,0,Congelado
16705,186,Fruta
16708,0,Refrigerado
16711,0,Congelado
16721,0,Refrigerado
16724,0,Refrigerado
16732,0,Refrigerado
16739,0,Refrigerado
16743,38,Refrigerado
16744,0,Refrigerado
16746,20,Congelado
16752,0,Refrigerado
16755,0,Refrigerado
16763,0,Refrigerado
16774,0,Refrigerado
16781,0,Congelado
16041,0,Refrigerado
16044,0,Refrigerado
16048,0,Refrigerado
16054,0,Refrigerado
16062,0,Refrigerado
16068,45,Refrigerado
16078,156,Refrigerado
16095,0,Refrigerado
16110,4,Congelado
16117,0,Refrigerado
16128,58,Refrigerado
16131,10,Refrigerado
16142,0,Refrigerado
16147,0,Congelado
16154,0,Congelado
16156,0,Refrigerado
16161,34,Refrigerado
16166,0,Refrigerado
16170,0,Refrigerado
16172,0,Refrigerado
16185,30,Refrigerado
16187,55,Congelado
16198,17,Congelado
16207,28,Refrigerado
16209,0,Fruta
16210,5,Refrigerado
16212,3,Fruta
16216,14,Congelado
16218,8,Fruta
16226,104,Congelado
16236,1,Fruta
16244,14,Congelado
18954,6,Refrigerado
18956,12,Refrigerado
18968,125,Congelado
18972,0,Refrigerado
18982,242,Refrigerado
19002,97,Fruta
19019,55,Congelado
14723,0,Refrigerado
14727,0,Refrigerado
14732,10,Refrigerado
14743,0,Refrigerado
14746,0,Refrigerado
14751,0,Refrigerado
14754,0,Refrigerado
14758,0,Refrigerado
14761,0,Refrigerado
14783,1,Refrigerado
14790,0,Refrigerado
14792,0,Refrigerado
14799,0,Congelado
14826,0,Refrigerado
14829,0,Refrigerado
14833,209,Fruta
14834,0,Refrigerado
14838,0,Refrigerado
14842,0,Refrigerado
14853,0,Refrigerado
14860,0,Congelado
14861,0,Refrigerado
14863,0,Refrigerado
14864,48,Congelado
14865,0,Refrigerado
14867,23,Refrigerado
14868,149,Refrigerado
14869,0,Refrigerado
16788,15,Fruta
16792,0,Refrigerado
16799,0,Refrigerado
16803,0,Refrigerado
16806,10,Congelado
16812,46,Congelado
16821,21,Fruta
16824,12,Refrigerado
16830,16,Refrigerado
16838,41,Refrigerado
16843,2,Congelado
16848,47,Refrigerado
16854,26,Congelado
16863,45,Congelado
16865,2,Refrigerado
16868,35,Congelado
16877,121,Congelado
16881,14,Congelado
16882,34,Congelado
16889,2,Congelado
16922,1,Refrigerado
16923,3,Refrigerado
16949,2,Refrigerado
16952,5,Refrigerado
16957,1,Congelado
16963,1,Refrigerado
16966,0,Refrigerado
16969,0,Refrigerado
16984,295,Congelado
16262,112,Congelado
16269,53,Congelado
16273,18,Refrigerado
16275,6,Fruta
16282,0,Refrigerado
16288,4,Refrigerado
16293,1,Refrigerado
16298,16,Refrigerado
16299,24,Refrigerado
16304,1,Refrigerado
16318,48,Refrigerado
16321,1,Refrigerado
16344,0,Refrigerado
16346,0,Refrigerado
16352,0,Refrigerado
16359,0,Refrigerado
16377,0,Refrigerado
16382,0,Refrigerado
16395,0,Refrigerado
16397,107,Refrigerado
16399,0,Refrigerado
16411,0,Congelado
16417,0,Refrigerado
16421,0,Refrigerado
16427,0,Refrigerado
16440,0,Refrigerado
16449,0,Refrigerado
16459,0,Refrigerado
16467,0,Congelado
16469,0,Refrigerado
16472,33,Fruta
16474,0,Refrigerado
19060,60,Congelado
19064,4,Fruta
19067,5,Refrigerado
19069,1,Refrigerado
19071,8,Fruta
19075,1,Refrigerado
19078,2,Refrigerado
19080,1,Refrigerado
19083,2,Fruta
19094,32,Congelado
19099,12,Refrigerado
19100,5,Fruta
19103,1,Fruta
14875,0,Refrigerado
14877,0,Refrigerado
14887,114,Fruta
14893,54,Fruta
14894,0,Refrigerado
14896,0,Refrigerado
14897,0,Refrigerado
14901,0,Refrigerado
14905,49,Fruta
14906,0,Refrigerado
14915,0,Refrigerado
14917,0,Refrigerado
14918,0,Congelado
14924,0,Refrigerado
14927,26,Refrigerado
14928,0,Refrigerado
14931,0,Refrigerado
14935,0,Refrigerado
14938,38,Refrigerado
14939,0,Congelado
14942,0,Refrigerado
14948,14,Refrigerado
14949,38,Refrigerado
14952,23,Congelado
14954,0,Refrigerado
14955,0,Refrigerado
14956,10,Refrigerado
14957,10,Refrigerado
14958,7,Refrigerado
14959,82,Refrigerado
14960,40,Refrigerado
14961,6,Refrigerado
14964,8,Refrigerado
14965,7,Refrigerado
16990,0,Refrigerado
16995,0,Refrigerado
16996,0,Refrigerado
17003,1,Refrigerado
17008,0,Refrigerado
17010,0,Refrigerado
17011,2,Congelado
17016,3,Refrigerado
17032,0,Refrigerado
17039,0,Refrigerado
17041,66,Fruta
17042,0,Refrigerado
17044,81,Fruta
17048,1,Refrigerado
17055,0,Refrigerado
17069,0,Refrigerado
17076,0,Refrigerado
17078,0,Refrigerado
17082,0,Refrigerado
17084,0,Refrigerado
17095,1,Refrigerado
17098,86,Refrigerado
17122,0,Refrigerado
17128,8,Congelado
17136,7,Fruta
17139,2,Fruta
17147,6,Refrigerado
17149,0,Refrigerado
17156,3,Fruta
17158,39,Congelado
17162,1,Congelado
17183,8,Fruta
17187,96,Congelado
16480,0,Refrigerado
16482,0,Congelado
16487,4,Fruta
16495,8,Refrigerado
16499,6,Fruta
16514,4,Fruta
16522,2,Refrigerado
16529,10,Fruta
16532,1,Refrigerado
16534,10,Fruta
16537,7,Congelado
16546,4,Congelado
16565,44,Congelado
16570,8,Fruta
16576,0,Refrigerado
16581,0,Refrigerado
16583,1,Congelado
16588,0,Refrigerado
16610,0,Refrigerado
16612,0,Refrigerado
16613,0,Refrigerado
16615,0,Refrigerado
16618,0,Refrigerado
16621,162,Refrigerado
16626,10,Refrigerado
16635,0,Refrigerado
16684,170,Refrigerado
16687,0,Refrigerado
16694,174,Fruta
16715,0,Refrigerado
16719,0,Refrigerado
16723,133,Congelado
19104,10,Refrigerado
19105,7,Fruta
19107,5,Refrigerado
19108,58,Congelado
19110,68,Refrigerado
19111,21,Refrigerado
19112,4,Refrigerado
19114,5,Refrigerado
19115,7,Fruta
19118,21,Fruta
19118,21,Fruta
19119,18,Fruta
19121,0,Refrigerado
19127,30,Refrigerado
19128,23,Fruta
19129,20,Refrigerado
19142,8,Refrigerado
19143,5,Congelado
19146,3,Fruta
19147,2,Fruta
19148,12,Congelado
19149,6,Congelado
19150,13,Refrigerado
19154,9,Congelado
19156,43,Congelado
19157,5,Fruta
19160,53,Congelado
19161,0,Fruta
19162,91,Congelado
19163,83,Refrigerado
19186,47,Congelado
19187,97,Refrigerado
19188,99,Refrigerado
19188,97,Refrigerado
19190,0,Fruta
14724,0,Refrigerado
14729,0,Refrigerado
14744,0,Refrigerado
14747,0,Refrigerado
14752,0,Refrigerado
14755,0,Refrigerado
14759,0,Refrigerado
14781,190,Refrigerado
14782,63,Refrigerado
14784,32,Refrigerado
14785,5,Refrigerado
14786,1,Congelado
14791,0,Refrigerado
14793,0,Refrigerado
14803,0,Refrigerado
14822,0,Refrigerado
14827,0,Refrigerado
14830,92,Refrigerado
14831,0,Refrigerado
14835,188,Fruta
14836,0,Refrigerado
14839,246,Fruta
14840,0,Refrigerado
14843,0,Refrigerado
14847,0,Refrigerado
14854,0,Refrigerado
14856,0,Refrigerado
14857,10,Refrigerado
17211,0,Fruta
17214,51,Refrigerado
17230,10,Refrigerado
17231,6,Refrigerado
17232,2,Refrigerado
17240,56,Refrigerado
17245,2,Refrigerado
17247,1,Refrigerado
17252,1,Congelado
17271,230,Congelado
17276,117,Refrigerado
17280,59,Refrigerado
17283,41,Refrigerado
17292,1,Refrigerado
17302,9,Refrigerado
17309,0,Refrigerado
17310,0,Refrigerado
17312,0,Refrigerado
17314,0,Refrigerado
17316,0,Refrigerado
17322,0,Congelado
17326,0,Refrigerado
17332,0,Refrigerado
17334,0,Refrigerado
17337,0,Refrigerado
17343,0,Refrigerado
17346,1,Refrigerado
17347,0,Refrigerado
17352,0,Refrigerado
17354,0,Refrigerado
17356,1,Refrigerado
17358,0,Refrigerado
16736,0,Refrigerado
16747,0,Congelado
16750,3,Refrigerado
16754,0,Refrigerado
16760,0,Refrigerado
16762,7,Refrigerado
16764,6,Refrigerado
16767,0,Refrigerado
16772,0,Refrigerado
16777,29,Fruta
16779,4,Refrigerado
16787,0,Refrigerado
16790,0,Congelado
16795,54,Refrigerado
16797,0,Refrigerado
16802,0,Refrigerado
16805,27,Refrigerado
16808,0,Refrigerado
16811,16,Fruta
16822,1,Fruta
16829,22,Refrigerado
16842,1,Fruta
16846,20,Congelado
16851,1,Fruta
16871,12,Fruta
16874,13,Congelado
16880,24,Refrigerado
16888,30,Congelado
16942,1,Refrigerado
16944,3,Refrigerado
16956,3,Refrigerado
16968,1,Refrigerado
19191,4,Congelado
19193,93,Refrigerado
19194,0,Fruta
19195,0,Congelado
19196,4,Refrigerado
19199,4,Refrigerado
19200,181,Refrigerado
19203,61,Refrigerado
19204,4,Refrigerado
19205,1,Refrigerado
19206,0,Refrigerado
19207,152,Refrigerado
19208,1,Refrigerado
19209,0,Refrigerado
19210,0,Refrigerado
19221,0,Refrigerado
19222,0,Refrigerado
19224,4,Refrigerado
19225,77,Refrigerado
19230,6,Congelado
19231,8,Refrigerado
19232,0,Congelado
19232,0,Congelado
19234,16,Refrigerado
19236,2,Refrigerado
19239,4,Refrigerado
19240,2,Refrigerado
19250,0,Congelado
14858,0,Refrigerado
14862,0,Refrigerado
14870,30,Refrigerado
14871,46,Congelado
14872,0,Refrigerado
14876,4,Refrigerado
14878,0,Refrigerado
14880,0,Refrigerado
14882,0,Refrigerado
14885,2,Refrigerado
14886,0,Congelado
14889,239,Refrigerado
14892,0,Refrigerado
14899,0,Congelado
14900,0,Congelado
14903,87,Fruta
14904,0,Congelado
14913,0,Refrigerado
14916,0,Refrigerado
14923,0,Refrigerado
14926,0,Congelado
14930,0,Refrigerado
14933,0,Refrigerado
14934,0,Refrigerado
14937,0,Refrigerado
14941,0,Congelado
14945,0,Refrigerado
14951,1,Congelado
14953,0,Fruta
14962,70,Refrigerado
14963,20,Refrigerado
14966,54,Refrigerado
14967,3,Refrigerado
14968,3,Refrigerado
17360,0,Congelado
17364,9,Fruta
17364,9,Fruta
17375,11,Fruta
17379,16,Refrigerado
17380,0,Fruta
17384,2,Refrigerado
17385,0,Refrigerado
17386,5,Fruta
17393,7,Fruta
17399,23,Refrigerado
17403,1,Fruta
17428,0,Fruta
17437,5,Congelado
17442,10,Congelado
17446,1,Congelado
17454,73,Congelado
17459,47,Congelado
17469,62,Congelado
17486,2,Refrigerado
17487,1,Refrigerado
17494,0,Congelado
17508,4,Refrigerado
17511,2,Refrigerado
17528,17,Congelado
17539,0,Refrigerado
17543,0,Refrigerado
17544,256,Congelado
17560,0,Refrigerado
16973,45,Refrigerado
16985,210,Refrigerado
16997,0,Refrigerado
16999,0,Congelado
17004,0,Refrigerado
17006,0,Refrigerado
17009,0,Refrigerado
17029,4,Refrigerado
17038,0,Congelado
17040,0,Congelado
17046,98,Congelado
17049,0,Refrigerado
17051,52,Congelado
17058,6,Refrigerado
17061,17,Refrigerado
17068,0,Refrigerado
17075,0,Refrigerado
17077,1,Refrigerado
17123,7,Fruta
17132,0,Refrigerado
17133,7,Refrigerado
17141,3,Refrigerado
17142,1,Fruta
17145,43,Refrigerado
17150,1,Refrigerado
17181,0,Refrigerado
17184,1,Refrigerado
17185,1,Congelado
17201,15,Fruta
17207,45,Congelado
19259,0,Refrigerado
19270,131,Refrigerado
19271,216,Congelado
19296,18,Refrigerado
19300,58,Congelado
19303,54,Congelado
14970,8,Refrigerado
14971,4,Fruta
14972,3,Congelado
14973,0,Fruta
14975,9,Fruta
14976,9,Fruta
14977,138,Congelado
14978,3,Congelado
14979,2,Congelado
14985,28,Congelado
14986,5,Refrigerado
15001,3,Refrigerado
15003,25,Refrigerado
15021,36,Fruta
15023,13,Fruta
15024,13,Fruta
15025,9,Fruta
15029,34,Refrigerado
15032,134,Congelado
15033,5,Congelado
15034,1,Fruta
15035,13,Fruta
15037,1,Refrigerado
15041,37,Congelado
15042,1,Fruta
15043,23,Fruta
15044,17,Refrigerado
15045,0,Congelado
15046,78,Congelado
15047,3,Refrigerado
15062,12,Fruta
15063,10,Fruta
15064,40,Congelado
17561,0,Refrigerado
17567,0,Refrigerado
17568,0,Congelado
17571,0,Refrigerado
17591,0,Refrigerado
17592,0,Refrigerado
17593,0,Congelado
17594,0,Refrigerado
17601,61,Congelado
17609,0,Refrigerado
17613,12,Refrigerado
17632,0,Refrigerado
17640,2,Fruta
17654,0,Refrigerado
17655,0,Refrigerado
17659,0,Refrigerado
17662,16,Refrigerado
17670,12,Refrigerado
17671,4,Refrigerado
17675,1,Refrigerado
17675,1,Refrigerado
17676,0,Refrigerado
17679,27,Congelado
17688,5,Fruta
17694,121,Congelado
17697,5,Fruta
17699,1,Fruta
17704,10,Refrigerado
17712,30,Congelado
17714,0,Fruta
17719,22,Refrigerado
17721,16,Fruta
17724,2,Fruta
17730,33,Refrigerado
17215,0,Congelado
17216,83,Congelado
17221,204,Refrigerado
17223,40,Refrigerado
17237,64,Refrigerado
17238,9,Refrigerado
17239,57,Refrigerado
17266,150,Refrigerado
17269,168,Refrigerado
17273,152,Refrigerado
17279,1,Refrigerado
17285,35,Refrigerado
17290,0,Refrigerado
17299,0,Refrigerado
17301,0,Refrigerado
17307,31,Fruta
17313,0,Refrigerado
17328,0,Refrigerado
17329,2,Refrigerado
17341,4,Refrigerado
17348,0,Refrigerado
17350,55,Congelado
17363,0,Congelado
17368,2,Refrigerado
17371,15,Refrigerado
17378,27,Congelado
17389,62,Refrigerado
17391,2,Refrigerado
17395,42,Refrigerado
17401,10,Fruta
19305,50,Refrigerado
19309,1,Refrigerado
19313,21,Refrigerado
19315,75,Fruta
19319,14,Refrigerado
19323,66,Refrigerado
19325,202,Fruta
19327,2,Refrigerado
19330,2,Refrigerado
19335,3,Refrigerado
19337,26,Refrigerado
19339,16,Refrigerado
15071,45,Congelado
15072,87,Congelado
15073,10,Refrigerado
15074,16,Fruta
15081,0,Fruta
15083,37,Refrigerado
15084,2,Congelado
15101,5,Refrigerado
15102,1,Refrigerado
15104,5,Refrigerado
15105,2,Refrigerado
15121,2,Refrigerado
15122,4,Refrigerado
15123,3,Refrigerado
15124,2,Refrigerado
15125,139,Refrigerado
15126,0,Congelado
15127,13,Refrigerado
15128,1,Refrigerado
15129,108,Refrigerado
15131,66,Refrigerado
15141,0,Congelado
15143,10,Refrigerado
15145,0,Refrigerado
15147,2,Refrigerado
15148,0,Refrigerado
15151,1,Refrigerado
15155,0,Refrigerado
15156,1,Congelado
15157,41,Congelado
17731,4,Congelado
17736,117,Congelado
17747,55,Congelado
17755,33,Congelado
17759,6,Refrigerado
17771,0,Congelado
17777,4,Refrigerado
17779,3,Refrigerado
17782,2,Refrigerado
17783,0,Refrigerado
17831,1,Refrigerado
17839,1,Refrigerado
17844,0,Refrigerado
17864,0,Refrigerado
17868,288,Congelado
17873,110,Refrigerado
17874,247,Congelado
17892,0,Refrigerado
17899,76,Congelado
17905,0,Congelado
17908,0,Refrigerado
17919,0,Refrigerado
17920,0,Refrigerado
17927,0,Refrigerado
17939,0,Refrigerado
17943,0,Refrigerado
17950,0,Refrigerado
17951,0,Congelado
17952,0,Refrigerado
17953,65,Congelado
17956,0,Refrigerado
17957,33,Refrigerado
17421,0,Fruta
17422,2,Fruta
17426,1,Refrigerado
17427,5,Fruta
17433,8,Fruta
17438,4,Congelado
17444,10,Fruta
17447,0,Congelado
17448,2,Congelado
17452,20,Congelado
17455,9,Congelado
17463,8,Fruta
17471,44,Refrigerado
17483,4,Refrigerado
17491,102,Refrigerado
17500,15,Refrigerado
17501,21,Refrigerado
17503,11,Refrigerado
17510,4,Refrigerado
17532,0,Refrigerado
17550,102,Refrigerado
17553,0,Refrigerado
17559,0,Refrigerado
17562,29,Refrigerado
17566,0,Refrigerado
17579,1,Congelado
17582,27,Refrigerado
17585,0,Refrigerado
19344,9,Refrigerado
19348,42,Congelado
19356,29,Refrigerado
19357,29,Refrigerado
19358,29,Refrigerado
19359,29,Refrigerado
19361,21,Refrigerado
19364,52,Refrigerado
19365,32,Refrigerado
19370,9,Refrigerado
19373,2,Fruta
19374,17,Congelado
15165,130,Refrigerado
15167,108,Refrigerado
15168,0,Refrigerado
15186,241,Congelado
15192,11,Refrigerado
15193,9,Refrigerado
15194,151,Refrigerado
15195,1,Refrigerado
15196,0,Refrigerado
15199,0,Refrigerado
15200,0,Congelado
15202,0,Congelado
15203,0,Congelado
15204,0,Congelado
15207,4,Refrigerado
15208,0,Refrigerado
15209,0,Refrigerado
15211,45,Refrigerado
15212,7,Refrigerado
15213,0,Refrigerado
15214,0,Refrigerado
15215,0,Refrigerado
15217,0,Refrigerado
15218,0,Refrigerado
15221,40,Congelado
15222,61,Fruta
15223,2,Refrigerado
15224,0,Refrigerado
15225,0,Refrigerado
15226,0,Refrigerado
17960,0,Refrigerado
17965,0,Refrigerado
17972,0,Refrigerado
17973,0,Refrigerado
17974,37,Refrigerado
17978,20,Refrigerado
17987,20,Refrigerado
17990,0,Refrigerado
18003,1,Refrigerado
